Roll,Name,Email,Branch
1401MM78,Madhusri,Madhusri@mycollege.in,MM
1401MM77,Akshaya,Akshaya@mycollege.in,MM
1401MM76,Mansoon,Mansoon@mycollege.in,MM
1401MM75,Gitanshu,Gitanshu@mycollege.in,MM
1401MM63,Asad,Asad@mycollege.in,MM
1401MM74,Shaileja,Shaileja@mycollege.in,MM
1401MM72,Shyamali,Shyamali@mycollege.in,MM
1401MM71,Arish,Arish@mycollege.in,MM
1401MM70,Archi,Archi@mycollege.in,MM
1401MM69,Archita,Archita@mycollege.in,MM
1401MM68,Areeb,Areeb@mycollege.in,MM
1401MM67,Zeal,Zeal@mycollege.in,MM
1401MM66,Ashal,Ashal@mycollege.in,MM
1401MM65,Asmita,Asmita@mycollege.in,MM
1401MM73,Sejal,Sejal@mycollege.in,MM
1401MM42,Babu,Babu@mycollege.in,MM
1401MM62,Yeram,Yeram@mycollege.in,MM
1401MM40,Hariharan,Hariharan@mycollege.in,MM
1401MM17,Aadil,Aadil@mycollege.in,MM
1401MM16,Saanchi,Saanchi@mycollege.in,MM
1401MM15,Anshul,Anshul@mycollege.in,MM
1401MM14,Chandran,Chandran@mycollege.in,MM
1401MM13,Sukumaran,Sukumaran@mycollege.in,MM
1401MM12,Anshuman,Anshuman@mycollege.in,MM
1401MM11,Dushyant,Dushyant@mycollege.in,MM
1401MM10,Deep,Deep@mycollege.in,MM
1401MM09,Utkarsha,Utkarsha@mycollege.in,MM
1401MM08,Deepa,Deepa@mycollege.in,MM
1401MM07,Sathwika,Sathwika@mycollege.in,MM
1401MM06,Aanchal,Aanchal@mycollege.in,MM
1401MM05,Hemlata,Hemlata@mycollege.in,MM
1401MM04,Apoorva,Apoorva@mycollege.in,MM
1401MM03,Vaishali,Vaishali@mycollege.in,MM
1401MM02,Abhilash,Abhilash@mycollege.in,MM
1401MM41,Pranav,Pranav@mycollege.in,MM
1401MM18,Ali,Ali@mycollege.in,MM
1401MM19,Nishant,Nishant@mycollege.in,MM
1401MM01,Bilal,Bilal@mycollege.in,MM
1401MM21,Vipasha,Vipasha@mycollege.in,MM
1401MM20,Aaditya,Aaditya@mycollege.in,MM
1401MM38,Rupeshwary,Rupeshwary@mycollege.in,MM
1401MM37,Rupanjali,Rupanjali@mycollege.in,MM
1401MM36,Robin,Robin@mycollege.in,MM
1401MM35,Sahaj,Sahaj@mycollege.in,MM
1401MM34,Rupal,Rupal@mycollege.in,MM
1401MM33,Sara,Sara@mycollege.in,MM
1401MM32,Gnaneswar,Gnaneswar@mycollege.in,MM
1401MM31,Abhedhya,Abhedhya@mycollege.in,MM
1401MM39,Brahmaputra,Brahmaputra@mycollege.in,MM
1401MM29,Vardhamann,Vardhamann@mycollege.in,MM
1401MM28,Devadathan,Devadathan@mycollege.in,MM
1401MM27,Sanjeeda,Sanjeeda@mycollege.in,MM
1401MM26,Rizwa,Rizwa@mycollege.in,MM
1401MM25,Ayesha,Ayesha@mycollege.in,MM
1401MM24,Chandra,Chandra@mycollege.in,MM
1401MM23,Anubha,Anubha@mycollege.in,MM
1401MM30,Sairam,Sairam@mycollege.in,MM
1401MM22,Abbas,Abbas@mycollege.in,MM
1401MT56,Nishchay,Nishchay@mycollege.in,MT
1401MT55,Devyanti,Devyanti@mycollege.in,MT
1401MT54,Nihal,Nihal@mycollege.in,MT
1401MT53,Punya,Punya@mycollege.in,MT
1401MT52,Noorsaba,Noorsaba@mycollege.in,MT
1401MT51,Nishu,Nishu@mycollege.in,MT
1401MT50,Nitya,Nitya@mycollege.in,MT
1401MT46,Mukund,Mukund@mycollege.in,MT
1401MT48,Aruba,Aruba@mycollege.in,MT
1401MT47,Eshma,Eshma@mycollege.in,MT
1401MT45,Neelu,Neelu@mycollege.in,MT
1401MT44,Manaswini,Manaswini@mycollege.in,MT
1401MT43,Shreyans,Shreyans@mycollege.in,MT
1401MT42,Nargis,Nargis@mycollege.in,MT
1401MT57,Shagun,Shagun@mycollege.in,MT
1401MT49,Ehtisham,Ehtisham@mycollege.in,MT
1401MT41,Jashveer,Jashveer@mycollege.in,MT
1401MT67,Rouby,Rouby@mycollege.in,MT
1401MT59,Reshami,Reshami@mycollege.in,MT
1401MT40,Shukant,Shukant@mycollege.in,MT
1401MT76,Saksham,Saksham@mycollege.in,MT
1401MT75,Sadiya,Sadiya@mycollege.in,MT
1401MT74,Jenamani,Jenamani@mycollege.in,MT
1401MT73,Rupali,Rupali@mycollege.in,MT
1401MT72,Shaad,Shaad@mycollege.in,MT
1401MT71,Shagufta,Shagufta@mycollege.in,MT
1401MT70,Saumile,Saumile@mycollege.in,MT
